0	1.5625e-005
0.00125	6.24875e-005
0.0025	0.000140556
0.00375	0.000249781
0.005	0.000390094
0.00625	0.000561413
0.0075	0.000763631
0.00875	0.000996619
0.01	0.00126023
0.01125	0.0015543
0.0125	0.00187864
0.01375	0.00223306
0.015	0.00261733
0.01625	0.00303121
0.0175	0.00347444
0.01875	0.00394675
0.02	0.00444784
0.02125	0.00497739
0.0225	0.00553509
0.02375	0.00612057
0.025	0.00673347
0.02625	0.00737341
0.0275	0.00803998
0.02875	0.00873278
0.03	0.00945136
0.03125	0.0101953
0.0325	0.0109641
0.03375	0.0117573
0.035	0.0125744
0.03625	0.0134149
0.0375	0.0142782
0.03875	0.0151639
0.04	0.0160714
0.04125	0.017
0.0425	0.0179493
0.04375	0.0189186
0.045	0.0199073
0.04625	0.0209148
0.0475	0.0219405
0.04875	0.0229837
0.05	0.0240438
0.05125	0.0251202
0.0525	0.0262121
0.05375	0.0273188
0.055	0.0284397
0.05625	0.0295741
0.0575	0.0307213
0.05875	0.0318805
0.06	0.033051
0.06125	0.0342321
0.0625	0.0354231
0.06375	0.0366232
0.065	0.0378316
0.06625	0.0390477
0.0675	0.0402705
0.06875	0.0414995
0.07	0.0427338
0.07125	0.0439726
0.0725	0.0452152
0.07375	0.0464607
0.075	0.0477085
0.07625	0.0489577
0.0775	0.0502076
0.07875	0.0514573
0.08	0.0527061
0.08125	0.0539532
0.0825	0.0551979
0.08375	0.0564393
0.085	0.0576767
0.08625	0.0589092
0.0875	0.0601363
0.08875	0.0613569
0.09	0.0625705
0.09125	0.0637762
0.0925	0.0649733
0.09375	0.066161
0.095	0.0673387
0.09625	0.0685055
0.0975	0.0696607
0.09875	0.0708037
0.1	0.0719336
0.10125	0.0730499
0.1025	0.0741517
0.10375	0.0752384
0.105	0.0763094
0.10625	0.0773639
0.1075	0.0784013
0.10875	0.0794209
0.11	0.0804222
0.11125	0.0814045
0.1125	0.0823671
0.11375	0.0833095
0.115	0.0842311
0.11625	0.0851312
0.1175	0.0860095
0.11875	0.0868652
0.12	0.0876979
0.12125	0.088507
0.1225	0.089292
0.12375	0.0900525
0.125	0.090788
0.12625	0.0914979
0.1275	0.092182
0.12875	0.0928396
0.13	0.0934705
0.13125	0.0940742
0.1325	0.0946504
0.13375	0.0951987
0.135	0.0957187
0.13625	0.0962101
0.1375	0.0966727
0.13875	0.0971061
0.14	0.09751
0.14125	0.0978843
0.1425	0.0982286
0.14375	0.0985428
0.145	0.0988266
0.14625	0.09908
0.1475	0.0993026
0.14875	0.0994945
0.15	0.0996554
0.15125	0.0997852
0.1525	0.099884
0.15375	0.0999516
0.155	0.0999879
0.15625	0.099993
0.1575	0.0999669
0.15875	0.0999095
0.16	0.099821
0.16125	0.0997013
0.1625	0.0995505
0.16375	0.0993688
0.165	0.0991562
0.16625	0.0989129
0.1675	0.0986391
0.16875	0.0983348
0.17	0.0980003
0.17125	0.0976358
0.1725	0.0972416
0.17375	0.0968178
0.175	0.0963648
0.17625	0.0958828
0.1775	0.0953721
0.17875	0.094833
0.18	0.0942659
0.18125	0.0936712
0.1825	0.0930491
0.18375	0.0924002
0.185	0.0917248
0.18625	0.0910232
0.1875	0.0902961
0.18875	0.0895437
0.19	0.0887667
0.19125	0.0879654
0.1925	0.0871404
0.19375	0.0862921
0.195	0.0854212
0.19625	0.0845282
0.1975	0.0836135
0.19875	0.0826779
0.2	0.0817218
0.20125	0.0807459
0.2025	0.0797508
0.20375	0.0787371
0.205	0.0777054
0.20625	0.0766564
0.2075	0.0755908
0.20875	0.0745091
0.21	0.0734122
0.21125	0.0723006
0.2125	0.0711751
0.21375	0.0700363
0.215	0.068885
0.21625	0.0677219
0.2175	0.0665477
